Family name	Gene name	Genomic Reference	Gene Region	Transcript Region	GO terms
bHLH 	Solyc08g081140.2.1	SL2.40ch08	61386802-61391666	SL2.40ch08:61386802..61391666	"GO:0003700,GO:0042802"
bHLH 	Solyc08g083170.1.1	SL2.40ch08	62878232-62879395	SL2.40ch08:62878232..62879395	GO:0003700
bHLH 	Solyc09g005070.1.1	SL2.40ch09	44909-45355	SL2.40ch09:44909..45355	"GO:0005634,GO:0045449"
bHLH 	Solyc09g018130.1.1	SL2.40ch09	13162699-13164313	SL2.40ch09:13162699..13164313	"GO:0005634,GO:0045449"
bHLH 	Solyc09g018150.1.1	SL2.40ch09	13307469-13310066	SL2.40ch09:13307469..13310066	"GO:0005634,GO:0045449"
bHLH 	Solyc09g057710.2.1	SL2.40ch09	45826062-45828447	SL2.40ch09:45826062..45828447	GO:0003700
bHLH 	Solyc09g063010.2.1	SL2.40ch09	56525973-56536072	SL2.40ch09:56525973..56536072	"GO:0003700,GO:0010313"
bHLH 	Solyc09g065100.1.1	SL2.40ch09	58546874-58554328	SL2.40ch09:58546874..58554328	"GO:0005515,GO:0003700"
bHLH 	Solyc09g065820.2.1	SL2.40ch09	59693000-59697548	SL2.40ch09:59693000..59697548	GO:0003700
bHLH 	Solyc09g083220.2.1	SL2.40ch09	64281487-64285536	SL2.40ch09:64281487..64285536	GO:0003700
bHLH 	Solyc09g089870.2.1	SL2.40ch09	64838719-64843480	SL2.40ch09:64838719..64843480	GO:0003700
bHLH 	Solyc09g091760.1.1	SL2.40ch09	66328970-66330468	SL2.40ch09:66328970..66330468	GO:0003700
bHLH 	Solyc09g097870.2.1	SL2.40ch09	67134718-67137049	SL2.40ch09:67134718..67137049	GO:0003700
bHLH 	Solyc09g098110.2.1	SL2.40ch09	67276888-67284715	SL2.40ch09:67276888..67284715	GO:0003700
bHLH 	Solyc10g006510.2.1	SL2.40ch10	1086687-1090586	SL2.40ch10:1086687..1090586	GO:0003700
bHLH 	Solyc10g008260.1.1	SL2.40ch10	2375417-2376606	SL2.40ch10:2375417..2376606	GO:0003700
bHLH 	Solyc10g008270.2.1	SL2.40ch10	2401333-2402949	SL2.40ch10:2401333..2402949	"GO:0005634,GO:0045449"
bHLH 	Solyc10g009270.2.1	SL2.40ch10	3259314-3261680	SL2.40ch10:3259314..3261680	GO:0003700
bHLH 	Solyc10g009290.1.1	SL2.40ch10	3284486-3285841	SL2.40ch10:3284486..3285841	GO:0003700
bHLH 	Solyc10g018510.1.1	SL2.40ch10	8409982-8414862	SL2.40ch10:8409982..8414862	GO:0003700
bHLH 	Solyc10g049720.1.1	SL2.40ch10	41978110-41979903	SL2.40ch10:41978110..41979903	GO:0003700
bHLH 	Solyc10g049780.1.1	SL2.40ch10	42300899-42302219	SL2.40ch10:42300899..42302219	GO:0030528
bHLH 	Solyc10g078380.1.1	SL2.40ch10	59526812-59528777	SL2.40ch10:59526812..59528777	GO:0003700
bHLH 	Solyc10g079050.1.1	SL2.40ch10	60004857-60007346	SL2.40ch10:60004857..60007346	"GO:0005634,GO:0045449"
bHLH 	Solyc10g079070.1.1	SL2.40ch10	60025990-60030733	SL2.40ch10:60025990..60030733	"GO:0005634,GO:0045449"
bHLH 	Solyc10g079650.1.1	SL2.40ch10	60476797-60478836	SL2.40ch10:60476797..60478836	"GO:0005634,GO:0045449"
bHLH 	Solyc10g079660.1.1	SL2.40ch10	60481354-60486796	SL2.40ch10:60481354..60486796	"GO:0005634,GO:0005488,GO:0045449"
bHLH 	Solyc10g079680.1.1	SL2.40ch10	60501972-60503972	SL2.40ch10:60501972..60503972	"GO:0005634,GO:0045449"
bHLH 	Solyc11g005780.1.1	SL2.40ch11	637406-638257	SL2.40ch11:637406..638257	"GO:0005634,GO:0006355,GO:0045449"
bHLH 	Solyc11g010340.1.1	SL2.40ch11	3413585-3415798	SL2.40ch11:3413585..3415798	GO:0003700
bHLH 	Solyc11g056650.1.1	SL2.40ch11	45024809-45027346	SL2.40ch11:45024809..45027346	"GO:0005634,GO:0045449"
bHLH 	Solyc12g010170.1.1	SL2.40ch12	3285767-3293079	SL2.40ch12:3285767..3293079	"GO:0005634,GO:0045449"
bHLH 	Solyc12g036430.1.1	SL2.40ch12	31242151-31244616	SL2.40ch12:31242151..31244616	GO:0005634
bHLH 	Solyc12g036470.1.1	SL2.40ch12	31329027-31331264	SL2.40ch12:31329027..31331264	"GO:0005634,GO:0045449"
bHLH 	Solyc12g087850.1.1	SL2.40ch12	61790375-61792616	SL2.40ch12:61790375..61792616	"GO:0016563,GO:0003700"
bHLH 	Solyc12g088130.1.1	SL2.40ch12	62032258-62034043	SL2.40ch12:62032258..62034043	"GO:0005634,GO:0045449"
bHLH 	Solyc12g088790.1.1	SL2.40ch12	62464326-62465481	SL2.40ch12:62464326..62465481	"GO:0005634,GO:0045449"
bHLH 	Solyc12g098620.1.1	SL2.40ch12	64406763-64409366	SL2.40ch12:64406763..64409366	GO:0003700
bHLH 	Solyc12g100140.1.1	SL2.40ch12	65321959-65324680	SL2.40ch12:65321959..65324680	"GO:0005634,GO:0045449"
C2C2-CO-like 	Solyc02g089520.1.1	SL2.40ch02	45892058-45893830	SL2.40ch02:45892058..45893830	"GO:0003700,GO:0042802"
C2C2-CO-like 	Solyc02g089540.2.1	SL2.40ch02	45900821-45903523	SL2.40ch02:45900821..45903523	"GO:0003700,GO:0042802"
C2C2-CO-like	Solyc03g119540.2.1	SL2.40ch03	62171978-62173730	SL2.40ch03:62171978..62173730	GO:0003700
C2C2-CO-like	Solyc04g007210.2.1	SL2.40ch04	904265-906430	SL2.40ch04:904265..906430	GO:0003700
C2C2-CO-like	Solyc05g009310.2.1	SL2.40ch05	3442971-3445112	SL2.40ch05:3442971..3445112	GO:0003700
C2C2-CO-like	Solyc05g024010.2.1	SL2.40ch05	30237066-30240376	SL2.40ch05:30237066..30240376	GO:0005622
C2C2-CO-like	Solyc05g046040.1.1	SL2.40ch05	57316966-57319191	SL2.40ch05:57316966..57319191	GO:0005622
C2C2-CO-like	Solyc07g006630.2.1	SL2.40ch07	1494827-1496702	SL2.40ch07:1494827..1496702	GO:0003700
C2C2-CO-like	Solyc07g045180.2.1	SL2.40ch07	55614263-55620975	SL2.40ch07:55614263..55620975	"GO:0005515,GO:0003700"
C2C2-CO-like	Solyc08g006530.2.1	SL2.40ch08	1142836-1144790	SL2.40ch08:1142836..1144790	"GO:0005515,GO:0003700"
C2C2-CO-like	Solyc09g074560.2.1	SL2.40ch09	61872048-61874336	SL2.40ch09:61872048..61874336	GO:0005622
C2C2-CO-like	Solyc12g096500.1.1	SL2.40ch12	63736405-63737572	SL2.40ch12:63736405..63737572	GO:0005622
C2C2-Dof	Solyc00g024680.1.1	SL2.40ch00	12225497-12226124	SL2.40ch00:12225497..12226124	GO:0045449
C2C2-Dof	Solyc01g096120.2.1	SL2.40ch01	78996543-78998774	SL2.40ch01:78996543..78998774	GO:0003700
C2C2-Dof	Solyc02g065290.1.1	SL2.40ch02	31027457-31028068	SL2.40ch02:31027457..31028068	"GO:0005515,GO:0003700"
C2C2-Dof	Solyc02g067230.2.1	SL2.40ch02	31991100-31994286	SL2.40ch02:31991100..31994286	"GO:0005515,GO:0003700"
C2C2-Dof	Solyc02g076850.1.1	SL2.40ch02	36554226-36554717	SL2.40ch02:36554226..36554717	GO:0003700
C2C2-Dof	Solyc02g077950.1.1	SL2.40ch02	37348726-37349865	SL2.40ch02:37348726..37349865	GO:0045449
C2C2-Dof	Solyc02g077960.1.1	SL2.40ch02	37365478-37366377	SL2.40ch02:37365478..37366377	GO:0045449
C2C2-Dof	Solyc02g078620.1.1	SL2.40ch02	37850777-37851631	SL2.40ch02:37850777..37851631	GO:0045449
C2C2-Dof	Solyc02g088070.2.1	SL2.40ch02	44845106-44848336	SL2.40ch02:44845106..44848336	"GO:0005515,GO:0003700"
C2C2-Dof	Solyc02g090220.2.1	SL2.40ch02	46422517-46423548	SL2.40ch02:46422517..46423548	"GO:0005515,GO:0003700"
C2C2-Dof	Solyc02g090310.1.1	SL2.40ch02	46465985-46466767	SL2.40ch02:46465985..46466767	GO:0045449
C2C2-Dof	Solyc03g082840.2.1	SL2.40ch03	46231932-46233258	SL2.40ch03:46231932..46233258	GO:0003700
C2C2-Dof	Solyc03g112930.2.1	SL2.40ch03	57274932-57277016	SL2.40ch03:57274932..57277016	GO:0045449
C2C2-Dof	Solyc03g115940.2.1	SL2.40ch03	59566770-59569400	SL2.40ch03:59566770..59569400	"GO:0005515,GO:0003700"
C2C2-Dof	Solyc03g121400.1.1	SL2.40ch03	63559109-63559741	SL2.40ch03:63559109..63559741	GO:0045449
C2C2-Dof	Solyc04g070960.1.1	SL2.40ch04	55346932-55347735	SL2.40ch04:55346932..55347735	GO:0045449
C2C2-Dof	Solyc04g079570.1.1	SL2.40ch04	61583905-61584624	SL2.40ch04:61583905..61584624	GO:0045449
C2C2-Dof	Solyc05g007880.2.1	SL2.40ch05	2319572-2322236	SL2.40ch05:2319572..2322236	"GO:0005515,GO:0003700"
C2C2-Dof	Solyc05g054510.1.1	SL2.40ch05	63565358-63566445	SL2.40ch05:63565358..63566445	GO:0045449
C2C2-Dof	Solyc06g005130.2.1	SL2.40ch06	157308-159136	SL2.40ch06:157308..159136	GO:0003700
C2C2-Dof	Solyc06g062520.1.1	SL2.40ch06	35829288-35829866	SL2.40ch06:35829288..35829866	GO:0045449
C2C2-Dof	Solyc06g069760.2.1	SL2.40ch06	39832926-39835533	SL2.40ch06:39832926..39835533	"GO:0005515,GO:0003700"
C2C2-Dof	Solyc06g071480.2.1	SL2.40ch06	40383824-40385828	SL2.40ch06:40383824..40385828	GO:0045449
C2C2-Dof	Solyc06g075370.2.1	SL2.40ch06	43174877-43176928	SL2.40ch06:43174877..43176928	GO:0045449
C2C2-Dof	Solyc06g076030.2.1	SL2.40ch06	43590013-43591677	SL2.40ch06:43590013..43591677	GO:0045449
C2C2-Dof	Solyc08g008500.2.1	SL2.40ch08	2894917-2896109	SL2.40ch08:2894917..2896109	GO:0045449
C2C2-Dof	Solyc08g082910.1.1	SL2.40ch08	62732664-62734361	SL2.40ch08:62732664..62734361	GO:0003700
C2C2-Dof	Solyc09g010680.2.1	SL2.40ch09	3999004-4000745	SL2.40ch09:3999004..4000745	GO:0045449
C2C2-Dof	Solyc10g009360.2.1	SL2.40ch10	3424646-3426235	SL2.40ch10:3424646..3426235	GO:0045449
C2C2-Dof	Solyc10g086440.1.1	SL2.40ch10	64586878-64588156	SL2.40ch10:64586878..64588156	"GO:0005515,GO:0003700"
C2C2-Dof	Solyc11g010940.1.1	SL2.40ch11	3987715-3989539	SL2.40ch11:3987715..3989539	GO:0045449
C2C2-Dof	Solyc11g066050.1.1	SL2.40ch11	48809723-48810871	SL2.40ch11:48809723..48810871	GO:0045449
C2C2-Dof	Solyc11g072500.1.1	SL2.40ch11	52781091-52782728	SL2.40ch11:52781091..52782728	GO:0045449
C2C2-GATA 	Solyc01g060490.2.1	SL2.40ch01	64091164-64092076	SL2.40ch01:64091164..64092076	GO:0006355
C2C2-GATA 	Solyc01g090760.2.1	SL2.40ch01	76179808-76180978	SL2.40ch01:76179808..76180978	"GO:0031013,GO:0030674"
C2C2-GATA	Solyc01g100220.2.1	SL2.40ch01	82030138-82031017	SL2.40ch01:82030138..82031017	GO:0006355
C2C2-GATA	Solyc01g106030.2.1	SL2.40ch01	85768997-85775706	SL2.40ch01:85768997..85775706	GO:0008431
C2C2-GATA	Solyc01g106040.2.1	SL2.40ch01	85776930-85781923	SL2.40ch01:85776930..85781923	GO:0008431
C2C2-GATA	Solyc01g110310.2.1	SL2.40ch01	88806958-88808504	SL2.40ch01:88806958..88808504	"GO:0031013,GO:0030674"
C2C2-GATA	Solyc02g062380.1.1	SL2.40ch02	28563645-28566551	SL2.40ch02:28563645..28566551	"GO:0031013,GO:0030674"
C2C2-GATA	Solyc02g062760.2.1	SL2.40ch02	29117051-29118046	SL2.40ch02:29117051..29118046	GO:0030374
C2C2-GATA	Solyc02g084590.2.1	SL2.40ch02	42256115-42257468	SL2.40ch02:42256115..42257468	"GO:0005634,GO:0006355"
C2C2-GATA	Solyc02g085190.1.1	SL2.40ch02	42744052-42744903	SL2.40ch02:42744052..42744903	GO:0030374
C2C2-GATA	Solyc03g033660.2.1	SL2.40ch03	9529928-9531162	SL2.40ch03:9529928..9531162	"GO:0005634,GO:0006355"
C2C2-GATA	Solyc03g120890.2.1	SL2.40ch03	63175276-63176950	SL2.40ch03:63175276..63176950	"GO:0005634,GO:0006355"
C2C2-GATA	Solyc04g015360.2.1	SL2.40ch04	5562886-5565490	SL2.40ch04:5562886..5565490	GO:0006355
C2C2-GATA	Solyc04g076530.2.1	SL2.40ch04	59008668-59018815	SL2.40ch04:59008668..59018815	GO:0006355
C2C2-GATA	Solyc05g053500.2.1	SL2.40ch05	62725404-62728002	SL2.40ch05:62725404..62728002	GO:0006355
C2C2-GATA	Solyc05g054400.2.1	SL2.40ch05	63466881-63469046	SL2.40ch05:63466881..63469046	GO:0006355
C2C2-GATA	Solyc05g056120.2.1	SL2.40ch05	64658159-64662581	SL2.40ch05:64658159..64662581	"GO:0005634,GO:0006355"
C2C2-GATA	Solyc06g060940.1.1	SL2.40ch06	35317423-35324369	SL2.40ch06:35317423..35324369	GO:0006355
C2C2-GATA	Solyc06g075140.2.1	SL2.40ch06	43016241-43019613	SL2.40ch06:43016241..43019613	"GO:0004997,GO:0046983"
C2C2-GATA	Solyc07g038160.2.1	SL2.40ch07	42820920-42822735	SL2.40ch07:42820920..42822735	GO:0006355
C2C2-GATA	Solyc08g007190.2.1	SL2.40ch08	1747750-1754041	SL2.40ch08:1747750..1754041	GO:0006355
C2C2-GATA	Solyc08g066510.2.1	SL2.40ch08	52447226-52448843	SL2.40ch08:52447226..52448843	"GO:0005634,GO:0006355"
C2C2-GATA	Solyc08g077960.2.1	SL2.40ch08	59008791-59015369	SL2.40ch08:59008791..59015369	GO:0006355
C2C2-GATA	Solyc09g075610.2.1	SL2.40ch09	62784944-62785676	SL2.40ch09:62784944..62785676	GO:0006355
C2C2-GATA	Solyc09g091250.2.1	SL2.40ch09	65895466-65898011	SL2.40ch09:65895466..65898011	GO:0006355
C2C2-GATA	Solyc10g018560.1.1	SL2.40ch10	8688626-8690141	SL2.40ch10:8688626..8690141	"GO:0031013,GO:0030674"
C2C2-GATA	Solyc10g047640.1.1	SL2.40ch10	37003876-37016335	SL2.40ch10:37003876..37016335	GO:0008431
C2C2-GATA	Solyc11g069510.1.1	SL2.40ch11	51208122-51211616	SL2.40ch11:51208122..51211616	GO:0006355
C2C2-GATA	Solyc12g008830.1.1	SL2.40ch12	2159138-2161186	SL2.40ch12:2159138..2161186	GO:0006355
C2C2-GATA	Solyc12g099370.1.1	SL2.40ch12	64886840-64888068	SL2.40ch12:64886840..64888068	GO:0006355
C2C2-YABBY	Solyc01g010240.2.1	SL2.40ch01	5028897-5031428	SL2.40ch01:5028897..5031428	"GO:0005515,GO:0003700"
C2C2-YABBY	Solyc01g091010.2.1	SL2.40ch01	76475369-76478983	SL2.40ch01:76475369..76478983	"GO:0005515,GO:0003700"
C2C2-YABBY	Solyc05g005240.1.1	SL2.40ch05	191257-193043	SL2.40ch05:191257..193043	"GO:0005515,GO:0003700"
C2C2-YABBY	Solyc05g012050.2.1	SL2.40ch05	5275528-5277367	SL2.40ch05:5275528..5277367	GO:0003700
C2C2-YABBY	Solyc06g073920.2.1	SL2.40ch06	42038601-42044688	SL2.40ch06:42038601..42044688	GO:0003700
C2C2-YABBY	Solyc07g008180.2.1	SL2.40ch07	2916878-2921216	SL2.40ch07:2916878..2921216	"GO:0005515,GO:0003700"
C2C2-YABBY	Solyc08g079100.2.1	SL2.40ch08	59908783-59911941	SL2.40ch08:59908783..59911941	"GO:0005515,GO:0003700"
C2C2-YABBY	Solyc11g071810.1.1	SL2.40ch11	52249470-52255656	SL2.40ch11:52249470..52255656	
C2C2-YABBY	Solyc12g009580.1.1	SL2.40ch12	2837633-2843798	SL2.40ch12:2837633..2843798	"GO:0005515,GO:0003700"
C2H2	Solyc00g014800.1.1	SL2.40ch00	11060181-11060672	SL2.40ch00:11060181..11060672	GO:0005622
C2H2	Solyc00g015730.1.1	SL2.40ch00	11227955-11228242	SL2.40ch00:11227955..11228242	GO:0005622
C2H2	Solyc00g110070.1.1	SL2.40ch00	16106260-16108889	SL2.40ch00:16106260..16108889	GO:0005622
C2H2	Solyc01g005060.2.1	SL2.40ch01	58680-61050	SL2.40ch01:58680..61050	GO:0003700
C2H2	Solyc01g005190.1.1	SL2.40ch01	151482-152345	SL2.40ch01:151482..152345	GO:0005622
C2H2	Solyc01g005200.1.1	SL2.40ch01	154250-155140	SL2.40ch01:154250..155140	GO:0005622
C2H2	Solyc01g010410.2.1	SL2.40ch01	5311121-5313481	SL2.40ch01:5311121..5313481	GO:0003700
C2H2	Solyc01g058130.1.1	SL2.40ch01	58159792-58160283	SL2.40ch01:58159792..58160283	GO:0005622
C2H2	Solyc01g060420.2.1	SL2.40ch01	63713592-63714154	SL2.40ch01:63713592..63714154	GO:0003700
C2H2	Solyc01g081630.2.1	SL2.40ch01	73337518-73342163	SL2.40ch01:73337518..73342163	
C2H2	Solyc01g087050.2.1	SL2.40ch01	73730914-73735095	SL2.40ch01:73730914..73735095	GO:0003700
C2H2	Solyc01g090830.2.1	SL2.40ch01	76291388-76293073	SL2.40ch01:76291388..76293073	GO:0005622
C2H2	Solyc01g090840.2.1	SL2.40ch01	76304117-76306164	SL2.40ch01:76304117..76306164	GO:0003700
C2H2	Solyc01g096550.2.1	SL2.40ch01	79391836-79397141	SL2.40ch01:79391836..79397141	GO:0035242
C2H2	Solyc01g099340.2.1	SL2.40ch01	81384148-81388335	SL2.40ch01:81384148..81388335	GO:0005622
C2H2	Solyc01g100330.2.1	SL2.40ch01	82155691-82161827	SL2.40ch01:82155691..82161827	"GO:0008270,GO:0005622"
C2H2	Solyc01g101250.2.1	SL2.40ch01	82824272-82828065	SL2.40ch01:82824272..82828065	GO:0005622
C2H2	Solyc01g105330.2.1	SL2.40ch01	85291500-85296505	SL2.40ch01:85291500..85296505	"GO:0003677,GO:0005622"
C2H2	Solyc01g107170.2.1	SL2.40ch01	86548794-86550092	SL2.40ch01:86548794..86550092	"GO:0003700,GO:0016564"
C2H2	Solyc02g032120.2.1	SL2.40ch02	18297447-18309533	SL2.40ch02:18297447..18309533	"GO:0003677,GO:0005622"
C2H2	Solyc02g061700.1.1	SL2.40ch02	27798155-27798574	SL2.40ch02:27798155..27798574	GO:0005622
C2H2	Solyc02g062940.2.1	SL2.40ch02	29461911-29464928	SL2.40ch02:29461911..29464928	GO:0005622
C2H2	Solyc02g067720.1.1	SL2.40ch02	32419420-32421895	SL2.40ch02:32419420..32421895	"GO:0003676,GO:0005622"
C2H2	Solyc02g067730.1.1	SL2.40ch02	32424087-32425946	SL2.40ch02:32424087..32425946	"GO:0003676,GO:0005622"
C2H2	Solyc02g077440.2.1	SL2.40ch02	36959365-36961353	SL2.40ch02:36959365..36961353	"GO:0005515,GO:0016944"
C2H2	Solyc02g081620.2.1	SL2.40ch02	40082180-40089741	SL2.40ch02:40082180..40089741	"GO:0003677,GO:0005622"
C2H2	Solyc02g083360.1.1	SL2.40ch02	41381309-41381689	SL2.40ch02:41381309..41381689	
C2H2	Solyc02g085580.2.1	SL2.40ch02	42989617-42992448	SL2.40ch02:42989617..42992448	GO:0003700
C2H2	Solyc02g086850.1.1	SL2.40ch02	44036807-44039072	SL2.40ch02:44036807..44039072	"GO:0003676,GO:0005622"
C2H2	Solyc02g088670.1.1	SL2.40ch02	45254686-45256068	SL2.40ch02:45254686..45256068	GO:0003700
C2H2	Solyc02g094170.2.1	SL2.40ch02	49360574-49364255	SL2.40ch02:49360574..49364255	GO:0003676
C2H2	Solyc03g025440.2.1	SL2.40ch03	7231513-7236551	SL2.40ch03:7231513..7236551	GO:0003676
C2H2	Solyc03g059270.2.1	SL2.40ch03	25619128-25621328	SL2.40ch03:25619128..25621328	GO:0005622
C2H2	Solyc03g083310.2.1	SL2.40ch03	46676883-46685004	SL2.40ch03:46676883..46685004	GO:0003700
C2H2	Solyc03g093870.1.1	SL2.40ch03	48983889-48984413	SL2.40ch03:48983889..48984413	GO:0005622
C2H2	Solyc03g095270.1.1	SL2.40ch03	49716981-49717697	SL2.40ch03:49716981..49717697	GO:0005622
C2H2	Solyc03g098070.2.1	SL2.40ch03	53872471-53874569	SL2.40ch03:53872471..53874569	GO:0003700
C2H2	Solyc03g111370.2.1	SL2.40ch03	56013519-56017588	SL2.40ch03:56013519..56017588	GO:0003676
C2H2	Solyc03g111590.2.1	SL2.40ch03	56276500-56284535	SL2.40ch03:56276500..56284535	"GO:0005515,GO:0003700"
C2H2	Solyc03g115120.1.1	SL2.40ch03	58975935-58977053	SL2.40ch03:58975935..58977053	GO:0001671
C2H2	Solyc03g115140.2.1	SL2.40ch03	58985120-58987751	SL2.40ch03:58985120..58987751	"GO:0008270,GO:0005622,GO:0031072"
C2H2	Solyc03g115450.1.1	SL2.40ch03	59208867-59210204	SL2.40ch03:59208867..59210204	GO:0003700
C2H2	Solyc03g117070.1.1	SL2.40ch03	60387755-60388444	SL2.40ch03:60387755..60388444	GO:0003700
C2H2	Solyc03g121660.2.1	SL2.40ch03	63812805-63815522	SL2.40ch03:63812805..63815522	GO:0003700
C2H2	Solyc04g005440.1.1	SL2.40ch04	307618-309297	SL2.40ch04:307618..309297	GO:0003700
C2H2	Solyc04g008500.2.1	SL2.40ch04	2123723-2129872	SL2.40ch04:2123723..2129872	GO:0003700
C2H2	Solyc04g014540.1.1	SL2.40ch04	4814713-4815411	SL2.40ch04:4814713..4815411	GO:0003700
C2H2	Solyc04g015570.2.1	SL2.40ch04	5861018-5864556	SL2.40ch04:5861018..5864556	"GO:0003676,GO:0005515"
C2H2	Solyc04g028560.2.1	SL2.40ch04	28612676-28615872	SL2.40ch04:28612676..28615872	GO:0003700
C2H2	Solyc04g056320.1.1	SL2.40ch04	53214442-53215563	SL2.40ch04:53214442..53215563	"GO:0003700,GO:0008270"
C2H2	Solyc04g074250.1.1	SL2.40ch04	57830787-57838718	SL2.40ch04:57830787..57838718	"GO:0003677,GO:0005622"
C2H2	Solyc04g074320.1.1	SL2.40ch04	57920388-57921358	SL2.40ch04:57920388..57921358	GO:0003700
C2H2	Solyc04g077980.1.1	SL2.40ch04	60443326-60444108	SL2.40ch04:60443326..60444108	"GO:0003700,GO:0016564"
C2H2	Solyc04g080130.2.1	SL2.40ch04	61978191-61981285	SL2.40ch04:61978191..61981285	GO:0003700
C2H2	Solyc04g081370.2.1	SL2.40ch04	62972909-62976305	SL2.40ch04:62972909..62976305	GO:0003700
C2H2	Solyc05g006310.1.1	SL2.40ch05	960800-961552	SL2.40ch05:960800..961552	GO:0003700
C2H2	Solyc05g009170.1.1	SL2.40ch05	3304863-3305501	SL2.40ch05:3304863..3305501	GO:0005622
C2H2	Solyc05g009770.1.1	SL2.40ch05	3967598-3969256	SL2.40ch05:3967598..3969256	GO:0003700
C2H2	Solyc05g012490.1.1	SL2.40ch05	5730302-5731897	SL2.40ch05:5730302..5731897	GO:0003700
C2H2	Solyc05g050170.1.1	SL2.40ch05	59295265-59295822	SL2.40ch05:59295265..59295822	GO:0005622
C2H2	Solyc05g050860.1.1	SL2.40ch05	60224551-60225996	SL2.40ch05:60224551..60225996	GO:0003700
C2H2	Solyc05g054030.2.1	SL2.40ch05	63157458-63160584	SL2.40ch05:63157458..63160584	GO:0003700
C2H2	Solyc05g054650.1.1	SL2.40ch05	63667425-63667883	SL2.40ch05:63667425..63667883	GO:0003700
C2H2	Solyc05g054660.1.1	SL2.40ch05	63672273-63672776	SL2.40ch05:63672273..63672776	GO:0003700
C2H2	Solyc05g055500.1.1	SL2.40ch05	64268900-64269988	SL2.40ch05:64268900..64269988	GO:0003700
C2H2	Solyc06g005180.1.1	SL2.40ch06	198092-199318	SL2.40ch06:198092..199318	GO:0005622
C2H2	Solyc06g051600.1.1	SL2.40ch06	31616175-31617658	SL2.40ch06:31616175..31617658	GO:0005622
C2H2	Solyc06g053720.1.1	SL2.40ch06	33071185-33071718	SL2.40ch06:33071185..33071718	GO:0003700
C2H2	Solyc06g060480.1.1	SL2.40ch06	34901141-34901950	SL2.40ch06:34901141..34901950	GO:0003700
C2H2	Solyc06g060740.1.1	SL2.40ch06	35159927-35160847	SL2.40ch06:35159927..35160847	GO:0005622
C2H2	Solyc06g061160.1.1	SL2.40ch06	35555299-35555898	SL2.40ch06:35555299..35555898	GO:0003700
C2H2	Solyc06g062670.2.1	SL2.40ch06	35943354-35946536	SL2.40ch06:35943354..35946536	GO:0003700
C2H2	Solyc06g065440.1.1	SL2.40ch06	37237366-37238421	SL2.40ch06:37237366..37238421	GO:0003700
C2H2	Solyc06g072360.2.1	SL2.40ch06	41024896-41027194	SL2.40ch06:41024896..41027194	GO:0003700
C2H2	Solyc06g074360.2.1	SL2.40ch06	42379439-42382533	SL2.40ch06:42379439..42382533	GO:0003700
C2H2	Solyc06g074800.1.1	SL2.40ch06	42723596-42724576	SL2.40ch06:42723596..42724576	GO:0003700
C2H2	Solyc06g075250.2.1	SL2.40ch06	43081875-43084376	SL2.40ch06:43081875..43084376	GO:0003700
C2H2	Solyc06g075780.1.1	SL2.40ch06	43485594-43486058	SL2.40ch06:43485594..43486058	GO:0003700
C2H2	Solyc06g076820.1.1	SL2.40ch06	44108043-44109185	SL2.40ch06:44108043..44109185	GO:0003700
C2H2	Solyc07g006880.1.1	SL2.40ch07	1742040-1742531	SL2.40ch07:1742040..1742531	GO:0005622
C2H2	Solyc07g007300.2.1	SL2.40ch07	2023709-2027998	SL2.40ch07:2023709..2027998	GO:0008152
C2H2	Solyc07g007310.2.1	SL2.40ch07	2029424-2034866	SL2.40ch07:2029424..2034866	GO:0008152
C2H2	Solyc07g053570.2.1	SL2.40ch07	59307855-59310428	SL2.40ch07:59307855..59310428	"GO:0005515,GO:0003700"
C2H2	Solyc07g063970.2.1	SL2.40ch07	63520045-63522798	SL2.40ch07:63520045..63522798	GO:0003700
C2H2	Solyc07g066160.1.1	SL2.40ch07	64873053-64874048	SL2.40ch07:64873053..64874048	GO:0005622
C2H2	Solyc08g059770.1.1	SL2.40ch08	42577973-42578434	SL2.40ch08:42577973..42578434	GO:0005622
C2H2	Solyc08g063040.2.1	SL2.40ch08	49787174-49790203	SL2.40ch08:49787174..49790203	GO:0005622
C2H2	Solyc08g077000.1.1	SL2.40ch08	58110613-58111449	SL2.40ch08:58110613..58111449	GO:0005622
C2H2	Solyc08g078580.1.1	SL2.40ch08	59523244-59528510	SL2.40ch08:59523244..59528510	"GO:0016020,GO:0005743,GO:0005622"
C2H2	Solyc08g078590.1.1	SL2.40ch08	59532391-59533236	SL2.40ch08:59532391..59533236	GO:0005622
C2H2	Solyc09g007550.2.1	SL2.40ch09	1151049-1153414	SL2.40ch09:1151049..1153414	"GO:0003700,GO:0042803"
C2H2	Solyc09g008440.1.1	SL2.40ch09	1894187-1895119	SL2.40ch09:1894187..1895119	GO:0003700
C2H2	Solyc09g009120.2.1	SL2.40ch09	2454280-2462187	SL2.40ch09:2454280..2462187	GO:0005622
C2H2	Solyc09g011120.1.1	SL2.40ch09	4477726-4478556	SL2.40ch09:4477726..4478556	GO:0005622
C2H2	Solyc09g065670.2.1	SL2.40ch09	59497857-59502755	SL2.40ch09:59497857..59502755	GO:0005622
C2H2	Solyc09g066250.1.1	SL2.40ch09	60275950-60276354	SL2.40ch09:60275950..60276354	GO:0005622
C2H2	Solyc09g074780.2.1	SL2.40ch09	62085904-62089680	SL2.40ch09:62085904..62089680	GO:0005622
